"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"NHQ[168]",0.0454281536933552,0.0420539473070281,0.0266526812040651,0.00444136649212389,0.105532803543461
"NHQ[169]",0.0729616384058906,0.0723086080543188,0.0247373152431342,0.0274177737790692,0.12266693520252
"NHQ[170]",0.0887166685370621,0.0886083519962022,0.0246579686122387,0.0416245151890803,0.137225629342636
"NHQ[171]",0.0781173655045661,0.0749569369743818,0.0384440909203033,0.0150607737768604,0.161520501340573
"NHQ[172]",0.143620336647835,0.143040170361153,0.0364948935451517,0.075275573559973,0.217822924147783
"NHQ[173]",0.167553313356324,0.167848808718978,0.0455818289240411,0.0801306909801606,0.256136730860038
"NHQ[174]",0.163275138462908,0.163954839256577,0.0455097950001263,0.0770220068646417,0.253351461090168
"NHQ[175]",0.142133587070428,0.141767811300479,0.0436319508314513,0.0610862660720582,0.229963988516236
"NHQ[176]",0.123099149408494,0.1205026781181,0.0401792193281863,0.0522504260555511,0.2059409289527
"NHQ[177]",0.107090940478742,0.103860431124643,0.0416644012149604,0.0347204258733198,0.194028376936845
"NHQ[178]",0.106071832526264,0.102433727105898,0.0453866729322814,0.0290181396398986,0.201525834579086
"NHQ[179]",0.106440715023443,0.102926318044141,0.0429494670681948,0.0331071590531404,0.196304694435125
"NHQ[180]",0.111168299696711,0.107016928465451,0.0455192358148194,0.0341082226278173,0.209347180777958
"NHQ[181]",0.106300282695492,0.101831331042137,0.0430496321014899,0.0342639931076123,0.200882949402971
"NHQ[182]",0.121825392935574,0.119927437030851,0.0436066858836337,0.0430553524505409,0.211842436665554
"NHQ[183]",0.10517347869592,0.10346963113937,0.037891437839069,0.0363623281456684,0.183599615439435
"NHQ[184]",0.0934826173936234,0.0923610492090471,0.0489357424442653,0.000998245517231518,0.1942079397801
"NHQ[185]",0.113144833313768,0.109839280653633,0.0436082530812203,0.0374661684412081,0.209434837716298
"NHQ[186]",0.13701086302951,0.130673137988503,0.0654329654455385,0.0277705837492707,0.28009344463054
"NHQ[187]",0.106145211764132,0.0953349776042653,0.0785805981025217,0.00133093867269842,0.272380636490765
"NHQ[188]",0.103959619351184,0.0835404301691325,0.0889125114073782,0.000105590263761122,0.299466280615178
"NHQ[189]",0.107236191853565,0.0970050469415276,0.0827998820689011,0.000325524725306986,0.279690385260665
"NHQ[190]",0.112730548307663,0.0936120123481609,0.0927809933355342,0.000331736578239712,0.319908382720305
"NHQ[191]",0.104345192056049,0.0919175334717126,0.072781588252159,0.00367676500821559,0.263258770825832
"NHQ[192]",0.0798738607689708,0.0709831845879283,0.0582124550397516,2.60993091155149e-05,0.213662684912319
"NHQ[193]",0.0756568688359926,0.0737583758737317,0.0519193312651475,7.40652390695432e-12,0.186352431774308
"NHQ[194]",0.115821180170961,0.11935967126605,0.0490259890250039,0.000534573440928636,0.207198301442854
"NHQ[195]",0.116908985696027,0.118168181704234,0.053989215194092,0.00284048441375541,0.222395332437536
"NHQ[196]",0.101628279805935,0.101415013810537,0.0390839541487426,0.0215435129306017,0.182336646421378
"NHQ[197]",0.0846764336236393,0.0857524210900792,0.0441068687865347,8.24222409172311e-06,0.174255523911808
"NHQ[198]",0.055941767045938,0.0494987835827333,0.0523623524553216,3.43781238184219e-54,0.176378382031268
"NHQ[199]",0.054189087562602,0.0469794367595096,0.0545252852353303,7.62966455220738e-89,0.172128192894576
